,Processed Title,Success,main_char_rel_diag_length,stdvs_unique_words_above_mean,FK_read_level_mean_char,stdvs_n_stop_words_above_mean,stdvs_n_curse_words_above_mean,stdvs_n_mentions_others_above_mean
Warrior,Warrior,0,27.07266109463467,-0.3975311829659649,2.2,-0.434428045791125,-0.43753943726416517,-0.19220810436192462
Deception,Deception,0,64.50613780466051,1.335599307055116,4.0,0.21106674763276886,-0.36957180919339366,0.10189829269244281
Scream 2,Scream-2,1,23.728813559322035,-0.9319266199077976,2.2,-0.9723403736443698,-0.21098067702826012,-0.4704168583322722
I Still Know What You Did Last Summer,I-Still-Know-What-You-Did-Last-Summer,1,30.233674775928296,-0.7694963959133196,1.2,-0.5689061277544362,-0.5508188173821177,-0.07297578123177566
The Men Who Stare at Goats,"Men-Who-Stare-at-Goats,-The",1,46.208784047960386,0.26193552645161605,3.0,-0.17891969006083366,-0.25629242907544114,-0.8201650061807092
Bad Boys,Bad-Boys,1,35.46678807629637,0.4129956347664807,1.6,0.48002291155939125,1.4202423966702562,-0.1286175320258452
Final Destination,Final-Destination,1,42.989449947652396,-1.950364124353175,2.0,-1.8598957146022237,-0.25629242907544114,-0.8599091138907589
The Ides of March,"Ides-of-March,-The",1,43.229635910753096,-0.08891375737645654,2.4,0.3724404459887423,0.8311896200569031,-0.40682628599619275
Pitch Black,Pitch-Black,1,31.966240721282567,-0.3358076978480632,2.2,0.5203663361483847,0.17416921537277844,-0.5419562522103616
Her,Her,1,43.25560592815467,-0.21723363433209425,2.8,-0.5420105113617739,-0.0977012969103076,-0.4704168583322722
Ghost,Ghost,1,24.67911949957793,0.4795920266042167,1.6,0.43967948697039794,-0.32426005714621264,1.3021703455359424
Gandhi,Gandhi,1,67.5992966487381,-0.22373084329187332,3.6,-0.3940846212021316,-0.6414423214764797,-0.3511845352021232
Jay and Silent Bob Strike Back,Jay-and-Silent-Bob-Strike-Back,1,54.19118893652063,0.2018363435736592,3.2,0.4127838705777357,5.860794097293995,0.0462565418983733
Silver Linings Playbook,Silver-Linings-Playbook,1,57.003346777653825,0.2278251794127757,1.6,0.09003647386578877,0.9444690001748556,0.8331898745573565
Death at a Funeral,Death-at-a-Funeral,1,37.03119177571733,0.31716180260973864,2.0,0.8027703082713382,-0.3469159331698031,1.691662601094429
Pet Sematary,Pet-Sematary,1,34.632692594248255,-0.5437183845609951,1.4,-0.24615873104248925,-0.39222768521698415,0.11779593577646268
Tinker Tailor Soldier Spy,Tinker-Tailor-Soldier-Spy,1,49.07667791526059,-1.0261361498245951,2.6,-0.7840710588957341,-0.5961305694292987,-0.7724720769286496
eXistenZ,eXistenZ,0,37.36950510693527,2.1591205427071203,4.4,1.555847567265881,-0.4828511893113462,0.9285757330614757
La La Land,La-La-Land,1,40.7116953762466,-1.2681571835763672,1.6,-1.658178591657257,-0.5281629413585271,-0.9473461508528681
Jaws 2,Jaws-2,1,49.75413310724883,-0.8831975527094543,2.0,-0.6764885933250852,-0.07504542088671709,-0.009385208895696218
The Descendants,"Descendants,-The",1,60.501372662966155,0.04590332853896025,1.4,0.668292226308027,0.7179102399389505,-0.16836163973589482
Disturbia,Disturbia,1,44.33173490716833,-0.14414003353457908,2.4,0.26485798041809333,0.10620158730200693,-0.30349160595006364
Obsessed,Obsessed,1,39.48263073309433,-0.3617965336871797,2.0,0.22451455582909996,-0.39222768521698415,0.8808828038094161
12 Years a Slave,12-Years-a-Slave,1,39.037075917354585,0.6598895752380873,3.6,0.8431137328603315,0.12885746332559744,0.6265205144650983
Edward Scissorhands,Edward-Scissorhands,1,45.458536371219104,-1.1853177693391834,1.0,-0.6226973605397607,-0.6187864454528892,-0.4227239290802126
Orphan,Orphan,1,32.7228665397265,2.086026941909605,3.2,1.3810260607135765,-0.39222768521698415,1.9062807827286972
The American,"American,-The",1,37.19806763285024,-0.2610897948106033,2.2,0.09003647386578877,-0.39222768521698415,-0.7565744338446297
Eternal Sunshine of the Spotless Mind,Eternal-Sunshine-of-the-Spotless-Mind,1,30.91772084843091,0.06377065317835284,1.8,0.3052014050070867,0.4007279756086835,-0.25579867669800405
Babel,Babel,1,36.5984217206556,-1.6823542547622865,1.6,-1.45646146871229,-0.30160418112262216,-0.605546824546441
She's Out of My League,She's-Out-of-My-League,1,38.90150637311703,0.16285308981498445,1.2,0.27830578861442445,1.5335217767882088,0.5152370128769592
Milk,Milk,1,69.64690013969846,1.3599638406542878,2.2,1.0313830476089672,0.12885746332559744,0.308567652784701
The Debt,"Debt,-The",1,27.55005585632036,-1.1869420715791283,1.8,-0.3402933884168071,-0.07504542088671709,-0.6373421107144808
Ghost Ship,Ghost-Ship,1,45.64291406743797,-0.2383495634513764,2.8,-0.4478758539874561,-0.007077792815945584,-0.4704168583322722
Wild Things,Wild-Things,1,26.93804250224484,-0.06292492153734004,1.8,0.6010531853263713,0.559319107773817,0.4039535112888202
High Fidelity,High-Fidelity,1,65.0126751682516,1.3372236092950611,2.4,0.6279488017190336,2.0999186773779717,0.7537016591372572
From Dusk Till Dawn,From-Dusk-Till-Dawn,1,53.796788709347524,-0.18637189177314334,3.2,-0.11168064907917806,2.8702184621800484,-0.6214444676304609
Monte Carlo,Monte-Carlo,1,31.42909139037787,1.691321497603023,3.0,1.2465479787502651,-0.6640981975000702,5.308376402708947
Psycho,Psycho,1,27.43396117235193,-0.30657025752905714,2.0,0.5338141443447157,-0.7320658255708418,-0.47836567987428213
Into the Wild,Into-the-Wild,1,42.3898898175193,0.04590332853896025,3.0,0.18417113124010662,-0.43753943726416517,-0.5578538952943815
A Most Violent Year,A-Most-Violent-Year,0,56.12739025653731,-0.4137742053654127,2.2,0.6279488017190336,-0.029733668839536088,-0.8678579354327688
A Scanner Darkly,A-Scanner-Darkly,0,31.000237997360397,1.1406830382617423,2.6,1.771012498407179,0.8538454960804935,-0.9870902585629177
Alone in the Dark,Alone-in-the-Dark,0,28.059494984434448,-1.5865204226055445,3.0,-1.429565852319628,-0.6867540735236607,-0.8042673630966893
The Brothers Bloom,"Brothers-Bloom,-The",0,40.331274687384074,0.6761325976375352,2.4,0.4127838705777357,0.08354571127841644,-0.4465703937062424
"Synecdoche, New York","Synecdoche,-New-York",0,48.278816699869324,0.5137023736430569,1.8,0.4262316787740668,0.01557808320764492,0.888831625351426
Dances with Wolves,Dances-with-Wolves,1,32.68111861861862,-1.2681571835763672,1.6,-0.17891969006083366,-0.7094099495472512,-1.066578473983017
Bad Teacher,Bad-Teacher,1,59.08332569438079,1.2218981502589814,3.0,0.4934707197557224,0.21948096741995946,0.6424181575491181
The Shining,"Shining,-The",1,34.04838239580297,-0.4430116456844187,2.6,-0.01754599170486021,-0.1656689249810791,0.6026740498390685
Adaptation,Adaptation,1,37.44103470161414,1.5012781355294835,3.8,0.8431137328603315,0.468695603679455,-0.5658027168363914
The Invention of Lying,"Invention-of-Lying,-The",1,64.21415004748339,-0.4933650151227069,3.0,-0.8109666752883964,-0.1883248010046696,-0.6691373968825205
Fear and Loathing in Las Vegas,Fear-and-Loathing-in-Las-Vegas,0,62.11314262706127,0.8255684037124549,2.8,-0.5958017441470984,1.3749306446230751,-0.4227239290802126
The Mask,"Mask,-The",1,37.38305236128168,1.173169083060638,2.8,0.7489790754860137,-0.4828511893113462,0.9603710192295154
Legally Blonde,Legally-Blonde,1,66.50668845093432,-0.6103147763987311,2.8,-0.5958017441470984,-0.2789483050990316,-0.47836567987428213
Bad Santa,Bad-Santa,1,45.24095636680065,-0.8767003437496752,1.6,-0.8916535244663831,3.889732883241621,-0.6214444676304609
Predator,Predator,1,30.517464424320828,-1.610884956204716,2.4,-1.8195522900132304,-0.12035717293389811,-0.7088815045925702
Amadeus,Amadeus,1,35.99866175978588,0.9311480493088656,2.2,1.8516993475851655,-0.2789483050990316,-0.46246803679026227
Prom Night,Prom-Night,1,35.50569800569801,-1.032633358784374,2.6,-1.752313249031575,-0.6414423214764797,0.3880558682048003
Peggy Sue Got Married,Peggy-Sue-Got-Married,1,50.511774077388104,0.5543099296416766,3.0,0.3589926377924112,-0.5734746934057082,-0.06502695968976574
Observe and Report,Observe-and-Report,1,69.27640201420984,0.2879243622907326,2.4,0.009349624687802033,1.7374246610005233,0.4119023328308301
Raging Bull,Raging-Bull,1,60.89877439854744,0.7086186424364308,2.8,0.18417113124010662,1.329618892575894,1.5167885271702104
127 Hours,127-Hours,1,80.61059190031153,-1.7489506466000224,2.8,-3.0701984522720247,-0.2789483050990316,-1.074527295525027
Youth in Revolt,Youth-in-Revolt,1,54.07031778228533,0.6339007393989708,2.2,0.14382770665111325,-0.3469159331698031,2.9078322970219483
The Ice Storm,"Ice-Storm,-The",0,41.04800563588178,-0.4365144367246396,2.4,-0.1923674982571648,-0.14301304895748862,-0.24784985515599414
The Last Station,"Last-Station,-The",0,19.7309535091876,0.06539495541829762,2.2,0.8296659246640005,-0.5281629413585271,-0.27964514132403384
Dragonslayer,Dragonslayer,0,31.81899321670832,-0.8133525563918287,1.8,-0.29994996382781375,-0.6867540735236607,-0.6770862184245304
Ed Wood,Ed-Wood,0,63.272575694418144,0.6533923662783082,2.4,0.3724404459887423,0.08354571127841644,1.1511427362377538
RocknRolla,RocknRolla,1,26.701771427110767,-0.3163160709687258,2.2,-1.1337140720003434,0.5819749837974075,-0.40682628599619275
The Salton Sea,"Salton-Sea,-The",0,65.08808891331563,-0.5112323397620995,2.4,-1.21440092117833,0.4913514797030455,0.1495912219445024
Superbad,Superbad,1,44.75003935502733,0.2586869219717265,1.0,0.6145009935227025,4.70534442009088,-0.46246803679026227
Hotel Rwanda,Hotel-Rwanda,1,68.61806838486932,-0.8230983698314974,2.4,-1.0530272228223565,-0.5961305694292987,-0.16836163973589482
Aliens,Aliens,1,44.272504967140456,-0.6574195413571298,2.6,-0.5823539359507673,-0.1656689249810791,-0.4386215721642325
Sideways,Sideways,1,42.31178049615364,0.6745082953975904,2.0,0.2917535968107556,1.3749306446230751,0.31651647432671093
Friday the 13th,Friday-the-13th,1,25.907752698724238,-1.7781880869190283,1.2,-2.182643111314171,-0.5281629413585271,-0.4704168583322722
Evil Dead,Evil-Dead,1,30.572687224669604,-1.7002215794016788,2.4,-1.8464479064058927,-0.6867540735236607,-0.5181097875843318
The Hills Have Eyes,"Hills-Have-Eyes,-The",1,28.39559418751244,0.005295772540340738,2.8,0.3052014050070867,-0.46019531328775565,0.16548886502852225
Smokin' Aces,Smokin'-Aces,1,20.606518528694576,0.05727344421857373,4.6,-0.15202407366817142,0.514007355726636,-0.5737515383784013
My Girl,My-Girl,1,30.845771144278608,-0.33743200008800794,2.6,-0.3940846212021316,-0.6640981975000702,-0.08092460277378559
Wall Street,Wall-Street,1,38.7675018704289,2.086026941909605,3.4,0.9775918148236428,-0.23363655305185063,0.2847211881586712
Sense and Sensibility,Sense-and-Sensibility,1,30.944672626238226,0.31553750036979383,3.6,1.2062045541612718,-0.7320658255708418,0.769599302221277
Dead Poets Society,Dead-Poets-Society,1,25.36188669015993,0.10437820917697237,2.0,0.5338141443447157,-0.4828511893113462,0.030358898814353438
The Verdict,"Verdict,-The",1,42.19821673525377,0.5608071386014557,2.8,0.27830578861442445,-0.3469159331698031,0.5311346559609791
Moonrise Kingdom,Moonrise-Kingdom,1,27.960823059409773,-0.5258510599216025,3.0,-0.6092495523434296,-0.6640981975000702,-0.8042673630966893
The Roommate,"Roommate,-The",1,41.86421361120156,1.3956984899330729,2.0,1.0986220885906228,-0.23363655305185063,2.5262888630054716
Remember Me,Remember-Me,1,37.52970781490284,-0.38940967176624103,1.8,-0.21926311464982703,-0.32426005714621264,-0.3670821782861431
Jennifer's Body,Jennifer's-Body,1,35.84223065384276,0.060522048698463275,2.0,-0.326845580220476,0.19682509139636895,-0.21605456898795442
Highlander,Highlander,0,28.154379020286985,-0.3796638583265723,2.0,0.3724404459887423,-0.5961305694292987,-0.6691373968825205
Detroit Rock City,Detroit-Rock-City,0,37.145480179678025,0.03940611957918113,2.2,-0.12512845727550917,1.2163395124579417,-0.43067275062222254
Slither,Slither,0,31.98647778493239,-1.2714057880562568,1.4,-1.5102527014976146,-0.029733668839536088,-0.02528285197971608
The King's Speech,"King's-Speech,-The",1,39.78074074074074,1.3989470944129625,3.8,1.1927567459649406,-0.1883248010046696,-0.3909286429121729
American Beauty,American-Beauty,1,36.963237135780474,-0.02231736553872053,1.6,0.6279488017190336,0.4007279756086835,-0.6214444676304609
"Crouching Tiger, Hidden Dragon","Crouching-Tiger,-Hidden-Dragon",1,31.82680696912196,-0.7824908138328779,1.8,-0.23271092284615816,-0.7094099495472512,0.3801070466627904
Twins,Twins,1,47.320749498720865,0.2765542466111191,2.6,0.03624524108046428,-0.2789483050990316,1.2862727024519225
Scream,Scream,1,26.092509079299198,-0.5307239666414368,2.2,0.2917535968107556,0.12885746332559744,-0.01733403043770615
The Queen,"Queen,-The",1,39.516867385027105,-0.3780395560866275,3.2,0.049693049276795395,-0.7094099495472512,-1.0427320093569872
The Deer Hunter,"Deer-Hunter,-The",1,38.605619146722155,-1.5572829822865382,0.0,-1.1606096883930055,0.6725984878917696,0.7219063729692174
When a Stranger Calls,When-a-Stranger-Calls,1,26.914840010078105,-1.654741116683225,1.6,-1.4161180441232968,-0.7320658255708418,-0.5578538952943815
Wag the Dog,Wag-the-Dog,1,42.08670880441557,0.9831257209870988,3.4,0.8565615410566627,-0.007077792815945584,-0.5578538952943815
The Theory of Everything,"Theory-of-Everything,-The",1,31.85294237925817,-0.6574195413571298,3.0,-0.3940846212021316,-0.6867540735236607,-0.6691373968825205
Drive,Drive,1,21.58084834603356,0.7167401536361546,4.0,1.1658611295722785,-0.14301304895748862,1.0796033423596643
Malibu's Most Wanted,Malibu's-Most-Wanted,1,42.664086437671344,-0.13114561561502086,2.2,-0.2730543474351515,0.06088983525482593,-0.494263322958302
All About Steve,All-About-Steve,1,56.556946376139706,1.943088344794464,2.8,0.6010531853263713,-0.14301304895748862,1.0160127700235848
The Princess Bride,"Princess-Bride,-The",1,25.15587178170616,-0.5079837352822101,3.2,0.3052014050070867,-0.7320658255708418,-0.8122161846386993
Love and Basketball,Love-and-Basketball,1,33.634297833661556,-0.3747909516067379,1.8,-0.31339777202414487,0.15151333934918795,-0.6770862184245304
Boogie Nights,Boogie-Nights,1,39.20600767835296,-1.321759157494545,-0.2,-1.21440092117833,0.6725984878917696,-0.263747498240014
The Big Lebowski,"Big-Lebowski,-The",1,44.103789846245775,0.05402483973868416,3.0,0.27830578861442445,4.637376792020108,1.7155090657204588
The Hurt Locker,"Hurt-Locker,-The",1,44.84765386959171,-0.2464710746511003,1.6,-0.9185491408590454,0.06088983525482593,-0.3511845352021232
Confidence,Confidence,0,61.275304105712394,0.19209053013399047,2.2,0.2917535968107556,0.8311896200569031,-0.3909286429121729
Black Snake Moan,Black-Snake-Moan,0,51.88379364252214,-0.26271409705054805,1.0,-0.434428045791125,1.1483718843871702,-0.6452909322564907
Mulholland Drive,Mulholland-Drive,1,49.530890423083726,-1.4289631053309009,1.6,-1.321983386748979,-0.6867540735236607,-0.5181097875843318
Groundhog Day,Groundhog-Day,1,66.29163651642118,-0.1847475895331986,2.4,-1.2412965375709921,-0.5055070653349367,0.0462565418983733
Pretty Woman,Pretty-Woman,1,38.991571787668185,0.04103042181912591,1.6,0.46657510336306013,-0.07504542088671709,-0.30349160595006364
Slumdog Millionaire,Slumdog-Millionaire,1,28.02077391852541,-0.2692113060103272,2.0,0.06314085747312652,-0.36957180919339366,0.06215418498239316
The Iron Lady,"Iron-Lady,-The",1,65.29327503015682,-0.8247226720714421,4.6,-1.564043934282939,-0.7320658255708418,-0.7963185415546794
Jason X,Jason-X,1,26.935913142664017,-0.8230983698314974,1.2,-0.5016670867727806,0.287448595490731,-0.38297982137016295
Margaret,Margaret,0,56.56212569361265,1.4233116280121345,3.2,1.6096388000512054,0.6046308598209981,0.7219063729692174
Black Swan,Black-Swan,1,30.48470480706064,0.08488658229763499,2.4,-0.35374119661313824,-0.30160418112262216,0.42779997591485
Save the Last Dance,Save-the-Last-Dance,1,32.755096552095104,-0.02556597001861009,1.0,0.7086356508970203,1.1710277604107606,-0.11271988894182532
The Butterfly Effect,"Butterfly-Effect,-The",1,55.64549539500939,-0.6866569816761359,1.4,-0.5016670867727806,0.6272867358445885,-0.19220810436192462
10 Things I Hate About You,10-Things-I-Hate-About-You,1,29.602410749976936,0.10600251141691712,2.2,0.6413966099153647,-0.0977012969103076,-0.6452909322564907
Being John Malkovich,Being-John-Malkovich,1,30.802122507856367,0.2814271533309535,2.2,0.8296659246640005,0.15151333934918795,0.769599302221277
The Perks of Being a Wallflower,"Perks-of-Being-a-Wallflower,-The",1,46.58166934011837,-0.19774200745275686,1.6,-0.04444160809752245,-0.25629242907544114,0.014461255730333574
Room,Room,1,53.54575656901238,-0.7240159331948658,0.6,-0.434428045791125,-0.5961305694292987,0.17343768657053218
Serial Mom,Serial-Mom,0,49.53224707267208,-1.485813683728968,1.8,-2.209538727706833,-0.30160418112262216,-0.494263322958302
Birthday Girl,Birthday-Girl,0,41.748318056621656,-1.3103890418149315,2.0,-1.2950877703563166,-0.3469159331698031,-0.8042673630966893
Machete,Machete,1,32.173523003972825,-1.4646977546096858,2.0,-1.6178351670682636,0.21948096741995946,-0.9234996862268383
Jaws,Jaws,1,24.18767767475225,0.56568004532129,2.6,0.18417113124010662,-0.4148835612405747,-0.963243793936888
The Fault in Our Stars,"Fault-in-Our-Stars,-The",1,46.31341945919951,0.5234481870827258,2.4,0.5472619525410469,-0.1656689249810791,-0.27964514132403384
American Pie,American-Pie,1,33.573185506075845,-0.7597505824736509,1.4,-0.9588925654480387,0.7179102399389505,-0.40682628599619275
Star Trek II: The Wrath of Khan,Star-Trek-II-The-Wrath-of-Khan,1,42.40773609156007,0.013417283740064642,3.8,0.6145009935227025,-0.7320658255708418,-0.19220810436192462
Witness,Witness,1,37.420949334884064,-0.6590438435970746,2.4,-0.4478758539874561,-0.5961305694292987,-0.1604128181938849
Chronicle,Chronicle,1,29.61455944366353,-0.974158478146362,1.8,-1.3757746195343035,0.785877868009722,-0.47836567987428213
Jackie Brown,Jackie-Brown,1,29.568256415026642,1.5142725534490418,2.2,1.6903256492291923,4.025668139383164,0.47549290516690956
Crank,Crank,1,54.157837614347,-1.602763445004992,1.8,-2.0481650293508595,0.7405661159625411,0.2529259019906315
Stir of Echoes,Stir-of-Echoes,1,42.52228128372168,0.8239441014725102,2.4,1.2062045541612718,0.01557808320764492,1.119347450069714
Rachel Getting Married,Rachel-Getting-Married,1,43.07901689216237,0.14336146293564708,2.6,0.6548444181116958,-0.2789483050990316,-0.35913335674413316
Arbitrage,Arbitrage,1,51.318920814649665,-0.17012886937369556,1.8,0.14382770665111325,0.8765013721040841,-0.43067275062222254
Gremlins,Gremlins,1,63.39893635039464,-0.3747909516067379,2.2,-1.1606096883930055,-0.5734746934057082,0.5629299421290188
The Fighter,"Fighter,-The",1,23.939539092021928,1.4590462772909194,3.0,0.9910396230199738,0.8765013721040841,2.2560289305771337
Major League,Major-League,1,37.382451231833365,0.4081227280466464,2.8,0.38588825418507344,-0.14301304895748862,-0.30349160595006364
Phone Booth,Phone-Booth,1,43.3340091792159,0.6225306237193574,2.2,0.21106674763276886,0.8538454960804935,-0.5022121445003119
Cruel Intentions,Cruel-Intentions,1,45.71328015016425,0.06864355989818717,1.2,0.15727551484744437,1.0350925042692176,-0.32733807057609343
Barry Lyndon,Barry-Lyndon,1,77.72448955835448,2.2728216995032544,5.6,0.9506961984309805,-0.6867540735236607,-0.14451517510986503
Army of Darkness,Army-of-Darkness,1,63.403748884260644,-1.8106741317179242,2.4,-2.6398685899894287,-0.6414423214764797,-0.963243793936888
Alien,Alien,1,38.937425612195796,0.27980285109100866,2.6,0.4262316787740668,-0.5055070653349367,-0.8519602923487489
2001: A Space Odyssey,2001-A-Space-Odyssey,1,16.547982366904034,-0.4283929255249157,5.2,-0.6764885933250852,-0.7320658255708418,-0.6532397537985006
Good Will Hunting,Good-Will-Hunting,1,32.69378470991374,1.7270561468818082,2.4,1.999625237744808,1.9639834212364284,1.1431939146957437
The Grudge,"Grudge,-The",1,38.513402400920896,-1.968231448992568,2.0,-2.088508453939853,-0.7094099495472512,-0.7963185415546794
The Best Exotic Marigold Hotel,"Best-Exotic-Marigold-Hotel,-The",1,28.99719792816507,0.9912472321868224,2.8,1.9458340049594836,-0.6867540735236607,0.27677236661666127
St. Elmo's Fire,St.-Elmo's-Fire,1,20.786316165500427,1.3680853518540117,3.4,1.3541304443209141,-0.25629242907544114,1.6519184933843793
Commando,Commando,1,53.385389910613384,-1.3250077619744347,3.0,-2.0347172211545286,-0.5508188173821177,0.038307720356363366
Snatch,Snatch,1,21.084383352424585,-0.7110215152753075,1.6,-0.2865021556314826,1.805392289071295,-0.20810574744594448
Mud,Mud,1,30.49784049908466,1.2267710569788155,1.6,0.883457157449325,-0.029733668839536088,1.787048459598548
My Week with Marilyn,My-Week-with-Marilyn,1,28.18857702726068,1.2186495457790918,3.2,1.1793089377686097,-0.43753943726416517,1.6439696718423693
Big Eyes,Big-Eyes,1,56.22538267411967,0.4308629594058733,2.6,-0.663040785128754,-0.5055070653349367,-0.47836567987428213
Drop Dead Gorgeous,Drop-Dead-Gorgeous,1,32.699714250217426,-0.603817567438952,2.2,-1.1202662638040122,-0.14301304895748862,-0.5499050737523715
Very Bad Things,Very-Bad-Things,1,25.671841840723786,0.5315696982824497,1.6,1.0313830476089672,1.193683636434351,-0.12066871048383525
Cedar Rapids,Cedar-Rapids,0,43.68244642789893,1.506151042249318,2.4,1.0851742803942916,1.0350925042692176,0.09394947115043288
Crash,Crash,0,27.20253164556962,-1.4435818254904036,3.4,-1.537148317890277,-0.5281629413585271,-0.8360626492647291
The Limey,"Limey,-The",0,45.54598046040472,0.6566409707581978,2.2,1.219652362357603,0.15151333934918795,0.7298551945112274
Bamboozled,Bamboozled,0,42.387744785599686,0.9750042097873748,2.6,0.6548444181116958,0.10620158730200693,-0.2716963197820239
Cecil B. Demented,Cecil-B.-Demented,0,44.81953951462353,0.17909611221443228,5.4,-1.4026702359269656,-0.12035717293389811,0.9444733761454955
Coriolanus,Coriolanus,0,31.248478948649307,1.0302304859454974,4.2,1.66343003283653,-0.7320658255708418,0.17343768657053218
Amour,Amour,1,58.834931646602726,-0.7418832578342583,2.0,-0.8109666752883964,-0.6414423214764797,-0.7883697200126695
Next Friday,Next-Friday,1,38.61748633879781,-1.4208415941311767,0.8,-1.9674781801728727,0.37807209958509297,-0.844011470806739
Election,Election,1,40.97104605210098,0.5461884184419527,3.2,0.8700093492529938,-0.3469159331698031,0.26882354507465134
Pulp Fiction,Pulp-Fiction,1,27.62213236507675,0.7784636387540563,2.6,0.7355312672896825,3.5272388668641734,-0.12066871048383525
Easy A,Easy-A,1,72.00149925037479,0.3399020339689656,2.4,-0.24615873104248925,0.69525436391536,-0.6850350399665404
The Good Girl,"Good-Girl,-The",1,47.854964418841064,-0.5355968733612713,1.6,-0.6226973605397607,-0.46019531328775565,-0.1604128181938849
An Education,An-Education,1,37.99642964783345,0.04590332853896025,2.2,0.896904965645656,-0.6414423214764797,-0.17631046127790476
Extract,Extract,1,54.96028995266482,0.24081959733233396,2.0,0.5069185279520535,0.33276034753791195,0.8808828038094161
Juno,Juno,1,58.64988167557149,0.41786854148631497,2.0,0.1707233230437755,-0.12035717293389811,-0.3193892490340835
The Piano,"Piano,-The",1,35.758096875895674,-1.4143443851713975,1.6,-1.2412965375709921,-0.7094099495472512,-0.9791414370209078
Capote,Capote,1,58.1257865316515,-0.3406806045678976,2.0,-0.03099379990119133,-0.4148835612405747,-0.3988774644541828
Logan's Run,Logan's-Run,1,47.644211375554654,-1.3103890418149315,1.6,-0.5554583195581051,-0.6867540735236607,-0.31144042749207357
Fargo,Fargo,1,31.423922990882282,-0.8539601123904482,2.0,-0.9454447572517075,0.15151333934918795,0.11779593577646268
Silver Bullet,Silver-Bullet,1,21.096278317152105,-0.714270119755197,2.4,-0.5689061277544362,-0.39222768521698415,0.022410077272343506
A Serious Man,A-Serious-Man,1,70.37336386699894,0.3187861048496834,3.4,-0.7437276343067407,-0.30160418112262216,2.1844895366990444
Get Low,Get-Low,1,35.696007696007705,1.002617347866436,2.0,0.9641440066273116,-0.4148835612405747,1.3101191670779524
Hesher,Hesher,0,25.57345847143373,-0.7532533735138718,1.0,-0.434428045791125,2.258509809543105,-0.6929838615085503
The Boondock Saints,"Boondock-Saints,-The",0,41.09664153529815,0.07189216437807673,1.6,0.23796236402543108,3.889732883241621,-0.7645232553866397
Shame,Shame,1,31.5954166858405,-1.2145552096581895,0.8,-1.6043873588719324,0.7632219919861315,-0.9155508646848284
The Damned United,"Damned-United,-The",0,70.23169557970843,-0.08241654841667742,3.0,0.23796236402543108,0.4913514797030455,-0.605546824546441
Ordinary People,Ordinary-People,1,32.07125673043877,0.21483076149321745,0.8,1.2062045541612718,-0.07504542088671709,-0.22400339052996435
The Wrestler,"Wrestler,-The",1,58.774557307726184,-1.1788205603794044,1.6,-2.088508453939853,0.8991572481276746,-0.8837555785167887
The Wild Bunch,"Wild-Bunch,-The",0,44.694974469228704,0.6939999222769277,3.0,0.668292226308027,-0.5961305694292987,1.922178425812717
The Sting,"Sting,-The",1,33.77939691242245,-0.6850326794361911,2.4,-1.1875053047856678,-0.4148835612405747,-0.7009326830505602
Ghost World,Ghost-World,1,47.35534774985389,0.4909621422838302,3.0,0.46657510336306013,0.9444690001748556,2.5262888630054716
Get Out,Get-Out,1,34.825922454788426,-0.352050720247511,1.8,-0.1923674982571648,0.8538454960804935,-0.5022121445003119
The Big Sick,"Big-Sick,-The",1,51.07368660882114,0.5461884184419527,2.2,0.8162181164676693,0.9444690001748556,-0.2955427844080537
Dallas Buyers Club,Dallas-Buyers-Club,1,65.7563988868842,-0.3959068807260201,4.0,-1.1875053047856678,1.6014894048589803,-0.7406767907606099
The Elephant Man,"Elephant-Man,-The",1,50.101120654785966,-0.13926712681474473,3.0,-0.04444160809752245,-0.5734746934057082,0.09394947115043288
Memento,Memento,1,55.018990775908854,-0.6947784928758597,1.6,-0.6495929769324229,0.785877868009722,-0.4386215721642325
Friday the 13th Part VIII: Jason Takes Manhattan,Friday-the-13th-Part-VIII-Jason-Takes-Manhattan,1,25.353530511480752,-0.8637059258301168,3.2,-0.7571754425030719,-0.6640981975000702,-0.5340074306683517
Lone Star,Lone-Star,1,35.05829350704697,0.015041585980009422,4.0,0.5741575689337092,-0.6867540735236607,-0.16836163973589482
April Fool's Day,April-Fool's-Day,1,25.83875100839937,0.8109496835529519,2.2,1.2062045541612718,-0.14301304895748862,1.4293514902081013
Diner,Diner,1,29.584926844672122,0.2359466906124996,1.6,-0.17891969006083366,-0.30160418112262216,0.2290794373646017
Sunshine Cleaning,Sunshine-Cleaning,1,37.340340606705695,-0.4608789703238113,1.4,-0.2730543474351515,0.37807209958509297,-0.7486256123026198
Moon,Moon,1,22.753886533414093,-0.5810773360797251,2.8,-0.15202407366817142,-0.07504542088671709,0.22113061582259178
The Sweet Hereafter,"Sweet-Hereafter,-The",1,40.2808889783796,0.15473157861526055,2.4,0.896904965645656,-0.6414423214764797,-0.2399010336139842
Light Sleeper,Light-Sleeper,0,47.66795036371416,-0.6850326794361911,1.6,-0.7437276343067407,-0.12035717293389811,-0.5340074306683517
Sling Blade,Sling-Blade,1,33.306530723831266,0.7930823589135594,1.6,0.9372483902346493,0.7632219919861315,1.3816585609560417
Only God Forgives,Only-God-Forgives,0,31.426023282012768,-1.46957066132952,1.6,-0.9185491408590454,-0.14301304895748862,-0.955294972394878
Take Shelter,Take-Shelter,1,51.98826118855466,-1.4013499672518392,0.8,-2.182643111314171,-0.3469159331698031,-0.7804208984706595
